date,open,high,low,close,volume,volatility,return_1,lag_1,lag_2,ma_4,target_next_close
2007-10-12,116.1,121.46,115.88,117.81,35082300.0,5.579999999999998,0.01298366294067077,116.3,117.8,117.1725,112.28
2007-10-19,117.95,119.94,111.8,112.28,53958800.0,8.14,-0.04693998811645872,117.81,116.3,116.0475,113.73
2007-10-26,110.97,114.8,110.96,113.73,32762600.0,3.8400000000000034,0.012914143213395013,112.28,117.81,115.03,114.59
2007-11-02,113.9,116.25,113.28,114.59,30044700.0,2.969999999999999,0.007561769102259808,113.73,112.28,114.60249999999999,100.2542
2007-11-09,115.11,115.11,99.27,100.2542,62718300.0,15.840000000000003,-0.12510515751810813,114.59,113.73,110.21355,104.79
2007-11-16,101.89,106.42,100.7,104.79,50102700.0,5.719999999999999,0.04524299231353912,100.2542,114.59,108.34105000000001,104.05
2007-11-23,104.34,105.39,101.34,104.05,27820500.0,4.049999999999997,-0.007061742532684545,104.79,100.2542,105.92105000000001,105.18
2007-11-30,104.4,109.19,101.5,105.18,46569900.0,7.689999999999998,0.010860163382989008,104.05,104.79,103.56854999999999,108.86
2007-12-07,105.45,110.0,104.58,108.86,31672000.0,5.420000000000002,0.034987640235786266,105.18,104.05,105.72,105.77
2007-12-14,109.0,110.4,104.1,105.77,36725700.0,6.300000000000011,-0.028385081756384434,108.86,105.18,105.965,111.05
2007-12-21,105.37,111.16,104.0,111.05,43481700.0,7.159999999999997,0.04991963694809498,105.77,108.86,107.715,110.09
2007-12-28,111.2,112.19,109.108,110.09,16539900.0,3.0819999999999936,-0.00864475461503822,111.05,105.77,108.9425,101.13
2008-01-04,109.25,110.0,100.48,101.13,33799300.0,9.519999999999996,-0.08138795530929244,110.09,111.05,107.01,97.67
2008-01-11,100.355,101.0,97.04,97.67,52601500.0,3.9599999999999937,-0.03421338870760404,101.13,110.09,104.98499999999999,103.4
2008-01-18,105.0,106.72,100.05,103.4,78126300.0,6.670000000000002,0.058666939694890896,97.67,101.13,103.0725,104.52
2008-01-25,99.16,107.79,98.5,104.52,57768700.0,9.290000000000006,0.010831721470019318,103.4,97.67,101.67999999999999,109.08
2008-02-01,104.41,109.4,103.7,109.08,39007500.0,5.700000000000003,0.04362801377726755,104.52,103.4,103.66749999999999,103.27
2008-02-08,108.4,109.0,100.6,103.27,40641500.0,8.400000000000006,-0.053263659699303245,109.08,104.52,105.06750000000001,106.16
2008-02-15,102.9,108.93,102.87,106.16,33932900.0,6.060000000000002,0.02798489396727022,103.27,109.08,105.7575,108.07
2008-02-22,106.79,109.6,104.53,108.07,31292600.0,5.069999999999993,0.017991710625471002,106.16,103.27,106.645,113.86
2008-02-29,107.68,116.63,107.43,113.86,54366700.0,9.199999999999989,0.0535763856759508,108.07,106.16,107.84,113.94
2008-03-07,114.09,116.41,111.8,113.94,39506500.0,4.609999999999999,0.0007026172492534677,113.86,108.07,110.5075,115.2301
2008-03-14,113.12,118.0,112.69,115.2301,48594600.0,5.310000000000002,0.011322625943478881,113.94,113.86,112.775025,118.33
2008-03-20,113.0,118.5,113.0,118.33,39979100.0,5.5,0.026901825130760226,115.2301,113.94,115.340025,114.57
2008-03-28,118.57,119.79,114.21,114.57,41496800.0,5.5800000000000125,-0.031775542973041526,118.33,115.2301,115.51752499999999,115.76
2008-04-04,113.95,118.37,113.34,115.76,42376300.0,5.030000000000001,0.01038666317535153,114.57,118.33,115.97252499999999,116.0
2008-04-11,116.37,119.22,115.28,116.0,38989700.0,3.9399999999999977,0.0020732550103661485,115.76,114.57,116.16499999999999,124.4
2008-04-18,116.2,125.0,115.54,124.4,67195200.0,9.459999999999994,0.07241379310344831,116.0,115.76,117.6825,123.08
2008-04-25,122.05,124.9,122.05,123.08,32273700.0,2.8500000000000085,-0.010610932475884294,124.4,116.0,119.81,123.18
2008-05-02,122.98,124.43,120.5,123.18,36106300.0,3.930000000000007,0.0008124796880077945,123.08,124.4,121.665,124.06
